,label,str__aff__id__id,str__levd__id__id,str__levs__id__id,str__jar__id__id,str__jwn__id__id,str__nmw__id__id,str__sw__id__id,str__exm__id__id,str__mel__id__id,arr__ocf__3gram__id__id,arr__ocf__space__id__id,arr__jac__3gram__id__id,arr__jac__space__id__id,arr__dice__3gram__id__id,arr__dice__space__id__id,arr__cos__3gram__id__id,arr__cos__space__id__id,num__anm__id__id,num__rdf__id__id,str__aff__name__name,str__levd__name__name,str__levs__name__name,str__jar__name__name,str__jwn__name__name,str__nmw__name__name,str__sw__name__name,str__exm__name__name,str__mel__name__name,arr__ocf__3gram__name__name,arr__ocf__space__name__name,arr__jac__3gram__name__name,arr__jac__space__name__name,arr__dice__3gram__name__name,arr__dice__space__name__name,arr__cos__3gram__name__name,arr__cos__space__name__name,str__aff__addr__addr,str__levd__addr__addr,str__levs__addr__addr,str__jar__addr__addr,str__jwn__addr__addr,str__nmw__addr__addr,str__sw__addr__addr,str__exm__addr__addr,str__mel__addr__addr,arr__ocf__3gram__addr__addr,arr__ocf__space__addr__addr,arr__jac__3gram__addr__addr,arr__jac__space__addr__addr,arr__dice__3gram__addr__addr,arr__dice__space__addr__addr,arr__cos__3gram__addr__addr,arr__cos__space__addr__addr,str__aff__city__city,str__levd__city__city,str__levs__city__city,str__jar__city__city,str__jwn__city__city,str__nmw__city__city,str__sw__city__city,str__exm__city__city,str__mel__city__city,arr__ocf__3gram__city__city,arr__ocf__space__city__city,arr__jac__3gram__city__city,arr__jac__space__city__city,arr__dice__3gram__city__city,arr__dice__space__city__city,arr__cos__3gram__city__city,arr__cos__space__city__city,str__aff__phone__phone,str__levd__phone__phone,str__levs__phone__phone,str__jar__phone__phone,str__jwn__phone__phone,str__nmw__phone__phone,str__sw__phone__phone,str__exm__phone__phone,str__mel__phone__phone,arr__ocf__3gram__phone__phone,arr__ocf__space__phone__phone,arr__jac__3gram__phone__phone,arr__jac__space__phone__phone,arr__dice__3gram__phone__phone,arr__dice__space__phone__phone,arr__cos__3gram__phone__phone,arr__cos__space__phone__phone,str__aff__type__type,str__levd__type__type,str__levs__type__type,str__jar__type__type,str__jwn__type__type,str__nmw__type__type,str__sw__type__type,str__exm__type__type,str__mel__type__type,arr__ocf__3gram__type__type,arr__ocf__space__type__type,arr__jac__3gram__type__type,arr__jac__space__type__type,arr__dice__3gram__type__type,arr__dice__space__type__type,arr__cos__3gram__type__type,arr__cos__space__type__type,str__aff__class__class,str__levd__class__class,str__levs__class__class,str__jar__class__class,str__jwn__class__class,str__nmw__class__class,str__sw__class__class,str__exm__class__class,str__mel__class__class,arr__ocf__3gram__class__class,arr__ocf__space__class__class,arr__jac__3gram__class__class,arr__jac__space__class__class,arr__dice__3gram__class__class,arr__dice__space__class__class,arr__cos__3gram__class__class,arr__cos__space__class__class,num__anm__class__class,num__rdf__class__class
0,0,-1.0,3,0.0,0.0,0.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6666666666666666,-5.0,21.0,0.1923076923076923,0.4724358916282654,0.4724358916282654,-13.0,5.0,0,0.4724358916282654,0.2,0.0,0.05555555555555555,0.0,0.10526315789473684,0.0,0.11952286093343936,0.0,14.0,7.0,0.72,0.8891227841377258,0.9112982153892517,12.0,15.0,0,0.9112982153892517,0.8095238095238095,0.75,0.5483870967741935,0.5,0.7083333333333334,0.6666666666666666,0.7139328934618736,0.6708203932499369,7.0,0.0,1.0,1.0,1.0,7.0,7.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,9,0.3076923076923077,0.5982906222343445,0.7188034653663635,3.0,3.0,0,0.7188034653663635,0.21428571428571427,0.0,0.11538461538461539,0.0,0.20689655172413793,0.0,0.20701966780270628,0.0,0.0,6.0,0.0,0.3888888955116272,0.3888888955116272,0.0,1.0,0,0.3888888955116272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,3.0,0.0,0.0,0.0,-1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12795549374130732,1.5462392108508014
1,0,-1.0,3,0.0,0.0,0.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34765625,0.9681159420289855,4.5,12.0,0.33333333333333337,0.6618142127990723,0.7294513583183289,4.0,4.0,0,0.7294513583183289,0.21052631578947367,0.5,0.11428571428571428,0.2857142857142857,0.20512820512820512,0.4444444444444444,0.2051956704170308,0.4472135954999579,13.5,4.0,0.7894736842105263,0.8461644053459167,0.8769315481185913,13.0,13.0,0,0.8769315481185913,0.7368421052631579,0.6,0.5384615384615384,0.42857142857142855,0.7,0.6,0.7008766440504623,0.5999999999999999,9.0,5.0,0.7058823529411764,0.9019607901573181,0.9411764740943909,7.0,11.0,0,0.9411764740943909,0.9285714285714286,1.0,0.65,0.8,0.7878787878787878,0.8888888888888888,0.7970811413304554,0.8944271909999159,4.0,8,0.3846153846153846,0.6773504018783569,0.7741453051567078,4.0,4.0,0,0.7741453051567078,0.21428571428571427,0.0,0.11538461538461539,0.0,0.20689655172413793,0.0,0.20701966780270628,0.0,-5.0,19.0,0.13636363636363635,0.4840908944606781,0.4840908944606781,-11.0,2.0,0,0.4840908944606781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4077046548956661,0.8415051311288484
2,0,0.0,3,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5114678899082569,0.6464339908952959,2.0,20.0,0.2857142857142857,0.5966621041297913,0.7176634669303894,-1.0,4.0,0,0.7176634669303894,0.23809523809523808,0.4,0.10869565217391304,0.2222222222222222,0.19607843137254902,0.36363636363636365,0.19920476822239894,0.3651483716701107,11.0,4.0,0.7647058823529411,0.8977590799331665,0.9182072877883911,10.0,11.0,0,0.9182072877883911,0.8125,0.75,0.5909090909090909,0.6,0.7428571428571429,0.75,0.7456011350793257,0.75,3.5,10.0,0.375,0.6217948794364929,0.6974359154701233,3.0,3.0,0,0.6974359154701233,0.2857142857142857,0.5,0.14285714285714285,0.3333333333333333,0.25,0.5,0.25197631533948484,0.5,1.0,11,0.15384615384615385,0.5427350401878357,0.5427350401878357,1.0,3.0,0,0.5427350401878357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,16.0,0.19999999999999996,0.5722222328186035,0.5722222328186035,-8.0,4.0,0,0.5722222328186035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5,3.0,0.0,0.0,0.0,-2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011467889908256867,1.9546485260770976
3,0,0.0,3,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38795180722891565,0.8819444444444444,0.5,17.0,0.29166666666666663,0.6150285005569458,0.6920228004455566,-4.0,4.0,0,0.6920228004455566,0.3333333333333333,0.4,0.1388888888888889,0.25,0.24390243902439024,0.4,0.25318484177091666,0.3999999999999999,17.0,4.0,0.8095238095238095,0.9047619104385376,0.9238095283508301,17.0,17.0,0,0.9238095283508301,0.7391304347826086,0.8,0.5862068965517241,0.6666666666666666,0.7391304347826086,0.8,0.7391304347826088,0.7999999999999998,7.0,0.0,1.0,1.0,1.0,7.0,7.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,9,0.3076923076923077,0.533760666847229,0.6736324429512024,3.0,3.0,0,0.6736324429512024,0.21428571428571427,0.0,0.11538461538461539,0.0,0.20689655172413793,0.0,0.20701966780270628,0.0,2.0,3.0,0.4,0.6000000238418579,0.6000000238418579,2.0,2.0,0,0.6000000238418579,0.2857142857142857,0.0,0.16666666666666666,0.0,0.2857142857142857,0.0,0.2857142857142857,0.0,1.0,2.0,0.33333333333333337,0.5555555820465088,0.5555555820465088,1.0,1.0,0,0.5555555820465088,0.2,0.0,0.1111111111111111,0.0,0.2,0.0,0.19999999999999996,0.0,0.5971223021582734,0.5045045045045045
4,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3913043478260869,0.875,4.0,11.0,0.3125,0.6342592835426331,0.7074074149131775,4.0,4.0,0,0.7074074149131775,0.2222222222222222,0.5,0.125,0.3333333333333333,0.2222222222222222,0.5,0.22222222222222227,0.5,19.0,4.0,0.8260869565217391,0.8840579986572266,0.9188405871391296,19.0,19.0,0,0.9188405871391296,0.76,0.75,0.6129032258064516,0.6,0.76,0.75,0.76,0.75,-4.0,14.0,0.06666666666666665,0.3222222328186035,0.3222222328186035,-8.0,1.0,0,0.3222222328186035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7,0.46153846153846156,0.5982906222343445,0.7188034653663635,5.0,5.0,0,0.7188034653663635,0.21428571428571427,0.0,0.11538461538461539,0.0,0.20689655172413793,0.0,0.20701966780270628,0.0,-1.0,6.0,0.0,0.0,0.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.33333333333333337,0.6111111044883728,0.6111111044883728,0.0,1.0,0,0.6111111044883728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03103448275862064,1.879598662207358
5,0,1.0,2,0.33333333333333337,0.5555555820465088,0.6000000238418579,1.0,1.0,0,0.6000000238418579,0.2,0.0,0.1111111111111111,0.0,0.2,0.0,0.19999999999999996,0.0,0.7978339350180506,0.2248995983935743,-3.5,13.0,0.1333333333333333,0.4888888895511627,0.4888888895511627,-7.0,2.0,0,0.4888888895511627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,0.8235294117647058,0.8823529481887817,0.8941176533699036,14.0,14.0,0,0.8941176533699036,0.6842105263157895,0.6,0.52,0.42857142857142855,0.6842105263157895,0.6,0.6842105263157894,0.5999999999999999,9.0,5.0,0.7058823529411764,0.9019607901573181,0.9411764740943909,7.0,11.0,0,0.9411764740943909,0.9285714285714286,1.0,0.65,0.8,0.7878787878787878,0.8888888888888888,0.7970811413304554,0.8944271909999159,3.0,9,0.3076923076923077,0.5982906222343445,0.7188034653663635,3.0,3.0,0,0.7188034653663635,0.21428571428571427,0.0,0.11538461538461539,0.0,0.20689655172413793,0.0,0.20701966780270628,0.0,0.0,8.0,0.0,0.5833333134651184,0.5833333134651184,0.0,2.0,0,0.5833333134651184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.33333333333333337,0.0,0.0,0.0,1.0,0,0.0,0.25,0.0,0.125,0.0,0.2222222222222222,0.0,0.22360679774997896,0.0,0.26940639269406397,1.1510791366906474
6,0,-1.0,3,0.0,0.0,0.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16731517509727623,1.4266666666666667,-1.5,13.0,0.1875,0.4958333373069763,0.4958333373069763,-3.0,2.0,0,0.4958333373069763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,0.8235294117647058,0.7633053064346313,0.7869747877120972,14.0,14.0,0,0.7869747877120972,0.6842105263157895,0.6,0.52,0.42857142857142855,0.6842105263157895,0.6,0.6842105263157894,0.5999999999999999,9.0,5.0,0.7058823529411764,0.9019607901573181,0.9411764740943909,7.0,11.0,0,0.9411764740943909,0.9285714285714286,1.0,0.65,0.8,0.7878787878787878,0.8888888888888888,0.7970811413304554,0.8944271909999159,3.0,9,0.3076923076923077,0.6004273295402527,0.7202991247177124,3.0,3.0,0,0.7202991247177124,0.21428571428571427,0.0,0.11538461538461539,0.0,0.20689655172413793,0.0,0.20701966780270628,0.0,-5.0,19.0,0.13636363636363635,0.4840908944606781,0.4840908944606781,-11.0,2.0,0,0.4840908944606781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9069767441860466,0.0975609756097561
7,0,-1.0,3,0.0,0.0,0.0,-1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2612359550561798,1.1714922048997773,-2.0,16.0,0.11111111111111116,0.420797735452652,0.420797735452652,-3.0,3.0,0,0.420797735452652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,0.8823529411764706,0.8771241903305054,0.8894117474555969,15.0,15.0,0,0.8894117474555969,0.7894736842105263,0.8,0.6521739130434783,0.6666666666666666,0.7894736842105263,0.8,0.7894736842105262,0.7999999999999998,9.0,5.0,0.7058823529411764,0.9019607901573181,0.9411764740943909,7.0,11.0,0,0.9411764740943909,0.9285714285714286,1.0,0.65,0.8,0.7878787878787878,0.8888888888888888,0.7970811413304554,0.8944271909999159,4.0,8,0.3846153846153846,0.5982906222343445,0.7188034653663635,4.0,4.0,0,0.7188034653663635,0.21428571428571427,0.0,0.11538461538461539,0.0,0.20689655172413793,0.0,0.20701966780270628,0.0,0.0,6.0,0.25,0.6583333611488342,0.6583333611488342,-1.0,2.0,0,0.6583333611488342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5677830940988835,0.5513733468972533
8,0,0.0,2,0.33333333333333337,0.6111111044883728,0.6499999761581421,0.0,1.0,0,0.6499999761581421,0.25,0.0,0.125,0.0,0.2222222222222222,0.0,0.22360679774997896,0.0,0.08955223880597019,1.6712328767123288,0.0,6.0,0.1428571428571429,0.4365079402923584,0.4365079402923584,0.0,1.0,0,0.4365079402923584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,0.8235294117647058,0.8347339034080505,0.8512605428695679,14.0,14.0,0,0.8512605428695679,0.6842105263157895,0.6,0.52,0.42857142857142855,0.6842105263157895,0.6,0.6842105263157894,0.5999999999999999,9.0,5.0,0.7058823529411764,0.9019607901573181,0.9411764740943909,7.0,11.0,0,0.9411764740943909,0.9285714285714286,1.0,0.65,0.8,0.7878787878787878,0.8888888888888888,0.7970811413304554,0.8944271909999159,4.0,8,0.3846153846153846,0.5982906222343445,0.7188034653663635,4.0,4.0,0,0.7188034653663635,0.2857142857142857,0.0,0.16,0.0,0.27586206896551724,0.0,0.2760262237369417,0.0,-2.5,11.0,0.0,0.411255419254303,0.411255419254303,-4.0,1.0,0,0.411255419254303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.7027027027027027
9,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4116094986807388,0.8336448598130841,-1.0,5.0,0.0,0.4833333194255829,0.4833333194255829,-1.0,1.0,0,0.4833333194255829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,0.8846153846153846,0.9487179517745972,0.9589743614196777,23.0,23.0,0,0.9589743614196777,0.8214285714285714,0.8333333333333334,0.696969696969697,0.7142857142857143,0.8214285714285714,0.8333333333333334,0.8214285714285713,0.8333333333333335,7.0,0.0,1.0,1.0,1.0,7.0,7.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,8,0.3846153846153846,0.5982906222343445,0.7188034653663635,4.0,4.0,0,0.7188034653663635,0.21428571428571427,0.0,0.11538461538461539,0.0,0.20689655172413793,0.0,0.20701966780270628,0.0,0.5,8.0,0.3846153846153846,0.5663003921508789,0.6096703410148621,-1.0,3.0,0,0.6096703410148621,0.1111111111111111,0.0,0.043478260869565216,0.0,0.08333333333333333,0.0,0.08606629658238703,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5492753623188406,0.5818521983161834
