_id,ltable_id,rtable_id,id_id_exm,id_id_anm,id_id_lev_dist,id_id_lev_sim,name_name_jac_qgm_3_qgm_3,name_name_cos_dlm_dc0_dlm_dc0,name_name_mel,name_name_lev_dist,name_name_lev_sim,description_description_jac_qgm_3_qgm_3,description_description_cos_dlm_dc0_dlm_dc0,price_price_exm,price_price_anm,price_price_lev_dist,price_price_lev_sim,label
0,730,775,0.0,0.9419354838709677,2.0,0.33333333333333337,0.2804878048780488,0.40451991747794525,0.7334209084510803,41.0,0.4057971014492754,0.08839697956650357,0.17312505791526767,0.01317829457364341,0.5587508834364582,3.6589147286821704,0.329516426725729,0
1,670,820,0.0,0.8170731707317074,2.0,0.33333333333333337,0.30612244897959184,0.4999999999999999,0.8326928019523621,40.0,0.3939393939393939,0.0,0.0,0.01317829457364341,0.5587508834364582,3.6589147286821704,0.329516426725729,0
2,497,239,0.0,0.4808853118712274,3.0,0.0,0.3157894736842105,0.3651483716701107,0.8251924514770508,18.0,0.5909090909090908,0.0797872340425532,0.13840913308956662,0.0,0.22411205602801398,4.0,0.33333333333333337,0
3,644,299,0.0,0.4642857142857143,3.0,0.0,0.28695652173913044,0.4364357804719848,0.8067380785942078,62.0,0.35416666666666663,0.042071197411003236,0.044721359549995794,0.01317829457364341,0.5587508834364582,3.6589147286821704,0.329516426725729,0
4,464,32,0.0,0.06896551724137934,3.0,0.0,0.21212121212121213,0.3651483716701107,0.8351514935493469,25.0,0.4444444444444444,0.007246376811594203,0.0,0.01317829457364341,0.5587508834364582,3.6589147286821704,0.329516426725729,0
5,855,1061,0.0,0.8058435438265787,4.0,0.0,0.21052631578947367,0.2581988897471611,0.7342592477798462,54.0,0.33333333333333337,0.09946236559139784,0.2653343152526162,0.01317829457364341,0.5587508834364582,3.6589147286821704,0.329516426725729,0
6,671,817,0.0,0.8212974296205631,3.0,0.0,0.29591836734693877,0.4999999999999999,0.8461818099021912,40.0,0.3939393939393939,0.0,0.0,0.01317829457364341,0.5587508834364582,3.6589147286821704,0.329516426725729,0
7,255,871,0.0,0.2927669345579793,3.0,0.0,0.22535211267605634,0.2886751345948129,0.8263636231422424,25.0,0.43181818181818177,0.08839697956650357,0.17312505791526767,0.01317829457364341,0.5587508834364582,3.6589147286821704,0.329516426725729,1
8,328,302,0.0,0.9207317073170732,2.0,0.33333333333333337,0.2553191489361702,0.4082482904638631,0.8250159621238708,43.0,0.37681159420289856,0.08839697956650357,0.17312505791526767,0.0,0.5223188405797101,3.0,0.4,0
9,345,874,0.0,0.39473684210526316,3.0,0.0,0.2905982905982906,0.4743416490252569,0.8006914854049683,46.0,0.4831460674157303,0.17725752508361203,0.3296902366978935,0.01317829457364341,0.5587508834364582,3.6589147286821704,0.329516426725729,0
10,466,579,0.0,0.8048359240069085,3.0,0.0,0.2696629213483146,0.37499999999999994,0.84703528881073,33.0,0.484375,0.05128205128205128,0.3071475584169756,0.01317829457364341,0.5587508834364582,3.6589147286821704,0.329516426725729,0
11,190,34,0.0,0.17894736842105263,3.0,0.0,0.28,0.3333333333333333,0.8346460461616516,38.0,0.4242424242424242,0.04081632653061224,0.07071067811865475,0.01317829457364341,0.5587508834364582,3.6589147286821704,0.329516426725729,0
12,1021,17,0.0,0.016650342801175277,3.0,0.25,0.2727272727272727,0.3086066999241838,0.805364727973938,35.0,0.375,0.0196078431372549,0.16666666666666666,0.01317829457364341,0.5587508834364582,3.6589147286821704,0.329516426725729,0
13,719,798,0.0,0.9010025062656641,2.0,0.33333333333333337,0.25,0.23904572186687872,0.6838850378990173,32.0,0.4838709677419355,0.08839697956650357,0.17312505791526767,0.01317829457364341,0.5587508834364582,3.6589147286821704,0.329516426725729,0
14,519,399,0.0,0.7687861271676301,2.0,0.33333333333333337,0.22988505747126436,0.3872983346207417,0.7938596606254578,55.0,0.2763157894736842,0.0044444444444444444,0.0,0.01317829457364341,0.5587508834364582,3.6589147286821704,0.329516426725729,0
15,675,1021,0.0,0.6611165523996082,4.0,0.0,0.32954545454545453,0.42640143271122083,0.8345057964324951,32.0,0.4838709677419355,0.08839697956650357,0.17312505791526767,0.01317829457364341,0.5587508834364582,3.6589147286821704,0.329516426725729,0
16,14,517,0.0,0.027079303675048405,2.0,0.33333333333333337,0.2833333333333333,0.25,0.82344651222229,23.0,0.3783783783783784,0.0,0.0,0.0,0.5275229357798166,4.0,0.19999999999999996,0
17,647,1074,0.0,0.6024208566108007,3.0,0.25,0.23404255319148937,0.5330017908890261,0.8099543452262878,44.0,0.3972602739726028,0.0,0.0,0.01317829457364341,0.5587508834364582,3.6589147286821704,0.329516426725729,0
18,345,653,0.0,0.5283307810107197,3.0,0.0,0.2087912087912088,0.35856858280031806,0.8124929070472717,43.0,0.30645161290322576,0.12871287128712872,0.2608745973749755,0.01317829457364341,0.5587508834364582,3.6589147286821704,0.329516426725729,0
19,993,419,0.0,0.4219536757301108,3.0,0.0,0.2125984251968504,0.43301270189221935,0.8227198123931885,59.0,0.2804878048780488,0.05963302752293578,0.12379689211803459,0.01317829457364341,0.5587508834364582,3.6589147286821704,0.329516426725729,0
20,138,205,0.0,0.673170731707317,3.0,0.0,0.27941176470588236,0.5,0.8021592497825623,34.0,0.4035087719298246,0.06130268199233716,0.13258252147247765,0.0,0.7747368421052632,3.0,0.4,0
21,836,1034,0.0,0.8085106382978724,3.0,0.25,0.20689655172413793,0.2357022603955158,0.6241136789321899,33.0,0.4107142857142857,0.08839697956650357,0.17312505791526767,0.0,0.4122147651006711,5.0,0.0,0
22,444,880,0.0,0.5045454545454545,3.0,0.0,0.4074074074074074,0.5345224838248487,0.8236715793609619,29.0,0.5084745762711864,0.13452914798206278,0.3038218101251,0.01317829457364341,0.5587508834364582,3.6589147286821704,0.329516426725729,0
23,717,801,0.0,0.8951310861423221,3.0,0.0,0.3142857142857143,0.4082482904638631,0.7697600722312927,30.0,0.375,0.08839697956650357,0.17312505791526767,0.01317829457364341,0.5587508834364582,3.6589147286821704,0.329516426725729,0
24,558,485,0.0,0.8691756272401434,3.0,0.0,0.25396825396825395,0.3651483716701107,0.6783000826835632,26.0,0.33333333333333337,0.007407407407407408,0.0,0.01317829457364341,0.5587508834364582,3.6589147286821704,0.329516426725729,0
25,844,819,0.0,0.9703791469194313,2.0,0.33333333333333337,0.42857142857142855,0.6674238124719146,0.8572871685028076,31.0,0.5303030303030303,0.03468208092485549,0.1386750490563073,0.01317829457364341,0.5587508834364582,3.6589147286821704,0.329516426725729,0
26,109,366,0.0,0.2978142076502732,3.0,0.0,0.2702702702702703,0.40089186286863654,0.8147667646408081,32.0,0.40740740740740744,0.0,0.0,0.01317829457364341,0.5587508834364582,3.6589147286821704,0.329516426725729,0
27,256,460,0.0,0.5565217391304348,3.0,0.0,0.25,0.3779644730092272,0.7907693386077881,31.0,0.42592592592592593,0.0,0.0,0.01317829457364341,0.5587508834364582,3.6589147286821704,0.329516426725729,0
28,608,695,0.0,0.8748201438848922,2.0,0.33333333333333337,0.31343283582089554,0.4714045207910316,0.8403931856155396,30.0,0.36170212765957444,0.26877470355731226,0.43859872255589505,0.01317829457364341,0.5587508834364582,3.6589147286821704,0.329516426725729,0
29,674,889,0.0,0.7581552305961755,3.0,0.0,0.2553191489361702,0.38138503569823695,0.7968801259994507,34.0,0.46875,0.0472972972972973,0.08151391459392224,0.01317829457364341,0.5587508834364582,3.6589147286821704,0.329516426725729,0
30,919,1004,0.0,0.9153386454183267,4.0,0.0,0.4794520547945205,0.6708203932499369,0.8714100122451782,30.0,0.4545454545454546,0.08839697956650357,0.17312505791526767,0.0,0.9848993288590604,3.0,0.5,0
31,577,961,0.0,0.6004162330905307,3.0,0.0,0.3372093023255814,0.4999999999999999,0.8318895697593689,36.0,0.3793103448275862,0.4252336448598131,0.5640760748177662,0.01317829457364341,0.5587508834364582,3.6589147286821704,0.329516426725729,0
32,963,97,0.0,0.10072689511941846,2.0,0.33333333333333337,0.24691358024691357,0.40089186286863654,0.8450343608856201,33.0,0.33999999999999997,0.014563106796116505,0.1270001270001905,0.0,0.2976595744680851,4.0,0.19999999999999996,0
33,1038,886,0.0,0.8535645472061657,4.0,0.0,0.3333333333333333,0.5000000000000001,0.6916126608848572,16.0,0.6190476190476191,0.07571801566579635,0.15907119074394444,0.0,0.4791991991991992,5.0,0.16666666666666663,0
34,226,585,0.0,0.3863247863247863,3.0,0.0,0.2222222222222222,0.33806170189140655,0.7974417805671692,25.0,0.46808510638297873,0.058823529411764705,0.3127716210856122,0.01317829457364341,0.5587508834364582,3.6589147286821704,0.329516426725729,0
35,1011,648,0.0,0.6409495548961424,4.0,0.0,0.20952380952380953,0.2461829819586655,0.7978368997573853,51.0,0.3780487804878049,0.095,0.0563436169819011,0.01317829457364341,0.5587508834364582,3.6589147286821704,0.329516426725729,0
36,482,1071,0.0,0.45004668534080294,4.0,0.0,0.208955223880597,0.3651483716701107,0.7625505328178406,30.0,0.33333333333333337,0.0196078431372549,0.11451966686277365,0.01317829457364341,0.5587508834364582,3.6589147286821704,0.329516426725729,0
37,152,139,0.0,0.9144736842105263,2.0,0.33333333333333337,0.20175438596491227,0.14433756729740646,0.7754106521606445,63.0,0.30000000000000004,0.039473684210526314,0.19364916731037085,0.01317829457364341,0.5587508834364582,3.6589147286821704,0.329516426725729,0
