_id,ltable_id,rtable_id,id_id_exm,id_id_anm,id_id_lev_dist,id_id_lev_sim,Song_Name_Song_Name_jac_qgm_3_qgm_3,Song_Name_Song_Name_cos_dlm_dc0_dlm_dc0,Song_Name_Song_Name_mel,Song_Name_Song_Name_lev_dist,Song_Name_Song_Name_lev_sim,Artist_Name_Artist_Name_jac_qgm_3_qgm_3,Artist_Name_Artist_Name_cos_dlm_dc0_dlm_dc0,Artist_Name_Artist_Name_jac_dlm_dc0_dlm_dc0,Artist_Name_Artist_Name_mel,Artist_Name_Artist_Name_lev_dist,Artist_Name_Artist_Name_lev_sim,Artist_Name_Artist_Name_nmw,Artist_Name_Artist_Name_sw,Album_Name_Album_Name_jac_qgm_3_qgm_3,Album_Name_Album_Name_cos_dlm_dc0_dlm_dc0,Album_Name_Album_Name_mel,Album_Name_Album_Name_lev_dist,Album_Name_Album_Name_lev_sim,Price_Price_jac_qgm_3_qgm_3,Price_Price_cos_dlm_dc0_dlm_dc0,Price_Price_jac_dlm_dc0_dlm_dc0,Price_Price_mel,Price_Price_lev_dist,Price_Price_lev_sim,Price_Price_nmw,Price_Price_sw,label
0,1409,51560,0.0,0.027327385570209417,4.0,0.19999999999999996,0.16666666666666666,0.3086066999241838,0.5542439222335815,22.0,0.4054054054054054,1.0,1.0,1.0,1.0,0.0,1.0,4.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,6.0,0
1,1289,34035,0.0,0.03787277802262379,5.0,0.0,0.16326530612244897,0.3846153846153847,0.7568051218986511,36.0,0.3793103448275862,1.0,1.0,1.0,1.0,0.0,1.0,12.0,12.0,0.4878048780487805,0.7071067811865475,0.908108115196228,17.0,0.5405405405405406,0.23076923076923078,0.4999999999999999,0.3333333333333333,0.8222222328186035,2.0,0.6666666666666667,4.0,4.0,0
2,2666,35475,0.0,0.07515151515151519,5.0,0.0,0.7,0.6666666666666667,0.9733333587646484,1.0,0.9333333333333333,1.0,1.0,1.0,1.0,0.0,1.0,15.0,15.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,6.0,1
3,1157,27989,0.0,0.04133766836971664,5.0,0.0,0.07017543859649122,0.2964997266644405,0.5892078876495361,56.0,0.18840579710144922,1.0,1.0,1.0,1.0,0.0,1.0,12.0,12.0,0.6428571428571429,0.8944271909999159,0.9359999895095825,8.0,0.6799999999999999,1.0,1.0,1.0,1.0,0.0,1.0,6.0,6.0,0
4,3332,7412,0.0,0.4495412844036697,3.0,0.25,0.08695652173913043,0.35355339059327373,0.5507065057754517,49.0,0.2222222222222222,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,0.46875,0.6324555320336759,0.9071428775787354,13.0,0.5357142857142857,1.0,1.0,1.0,1.0,0.0,1.0,6.0,6.0,0
5,1303,34060,0.0,0.03825601879036988,4.0,0.19999999999999996,0.14102564102564102,0.39223227027636803,0.6701732873916626,39.0,0.3275862068965517,1.0,1.0,1.0,1.0,0.0,1.0,12.0,12.0,0.4878048780487805,0.7071067811865475,0.908108115196228,17.0,0.5405405405405406,0.23076923076923078,0.4999999999999999,0.3333333333333333,0.8222222328186035,2.0,0.6666666666666667,4.0,4.0,0
6,1155,9941,0.0,0.11618549441706061,4.0,0.0,0.1504424778761062,0.44474958999666075,0.6685070395469666,53.0,0.23188405797101452,0.2727272727272727,0.4999999999999999,0.3333333333333333,0.8416666388511658,6.0,0.5,6.0,6.0,0.24444444444444444,0.5999999999999999,0.6765079498291016,13.0,0.5357142857142857,0.23076923076923078,0.4999999999999999,0.3333333333333333,0.8222222328186035,2.0,0.6666666666666667,4.0,4.0,0
7,4733,43755,0.0,0.10817049480059426,3.0,0.4,0.09333333333333334,0.3273268353539886,0.5611110925674438,34.0,0.29166666666666663,0.22580645161290322,0.6666666666666667,0.5,0.6087962985038757,13.0,0.2777777777777778,2.0,8.0,0.14516129032258066,0.3418817293789138,0.5172572731971741,32.0,0.2558139534883721,1.0,1.0,1.0,1.0,0.0,1.0,6.0,6.0,0
8,3949,38669,0.0,0.10212314774108455,3.0,0.4,0.11940298507462686,0.40089186286863654,0.6104772090911865,27.0,0.3076923076923077,1.0,1.0,1.0,1.0,0.0,1.0,12.0,12.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,6.0,0
9,2477,1222,0.0,0.4933387161889382,4.0,0.0,0.1568627450980392,0.3333333333333333,0.6111111044883728,25.0,0.3055555555555556,0.2608695652173913,0.4999999999999999,0.3333333333333333,0.8564102649688721,7.0,0.46153846153846156,5.0,6.0,0.4482758620689655,0.6324555320336759,0.46329671144485474,12.0,0.52,0.45454545454545453,0.4999999999999999,0.3333333333333333,0.9333333373069763,1.0,0.8333333333333334,5.0,5.0,0
10,4056,40142,0.0,0.10104130337302575,3.0,0.4,0.0784313725490196,0.2672612419124244,0.6056528091430664,44.0,0.3015873015873016,0.4,0.5773502691896258,0.3333333333333333,0.8999999761581421,8.0,0.5,0.0,8.0,0.028846153846153848,0.2672612419124244,0.6054458022117615,45.0,0.21052631578947367,1.0,1.0,1.0,1.0,0.0,1.0,6.0,6.0,0
11,1551,41574,0.0,0.03730697070284317,3.0,0.4,0.11627906976744186,0.35355339059327373,0.6083333492279053,33.0,0.3125,1.0,1.0,1.0,1.0,0.0,1.0,9.0,9.0,0.5714285714285714,0.5669467095138409,0.9119004607200623,10.0,0.736842105263158,1.0,1.0,1.0,1.0,0.0,1.0,6.0,6.0,0
12,2020,28191,0.0,0.0716540739952467,4.0,0.19999999999999996,0.14925373134328357,0.35856858280031806,0.5554855465888977,24.0,0.4,1.0,1.0,1.0,1.0,0.0,1.0,10.0,10.0,0.56,0.8164965809277261,0.8916666507720947,19.0,0.6041666666666667,1.0,1.0,1.0,1.0,0.0,1.0,6.0,6.0,0
13,1405,55640,0.0,0.0252516175413372,4.0,0.19999999999999996,0.4146341463414634,0.6666666666666667,0.886296272277832,9.0,0.6666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,4.0,4.0,0.28,0.6666666666666667,0.3581196665763855,12.0,0.19999999999999996,1.0,1.0,1.0,1.0,0.0,1.0,6.0,6.0,0
14,380,33288,0.0,0.011415525114155223,3.0,0.4,0.09836065573770492,0.26726124191242434,0.5195561647415161,25.0,0.3055555555555556,1.0,1.0,1.0,1.0,0.0,1.0,10.0,10.0,0.45454545454545453,0.7216878364870323,0.9036892652511597,9.0,0.7096774193548387,1.0,1.0,1.0,1.0,0.0,1.0,6.0,6.0,0
15,1545,41588,0.0,0.0371501394633067,3.0,0.4,0.5614035087719298,0.7071067811865475,0.7384958267211914,14.0,0.7083333333333333,1.0,1.0,1.0,1.0,0.0,1.0,9.0,9.0,0.5714285714285714,0.5669467095138409,0.9119004607200623,10.0,0.736842105263158,1.0,1.0,1.0,1.0,0.0,1.0,6.0,6.0,0
16,4236,27814,0.0,0.15229740418494286,5.0,0.0,0.15254237288135594,0.4472135954999579,0.5052725076675415,31.0,0.26190476190476186,1.0,1.0,1.0,1.0,0.0,1.0,14.0,14.0,0.1509433962264151,0.4285714285714285,0.7174785733222961,19.0,0.3448275862068966,1.0,1.0,1.0,1.0,0.0,1.0,6.0,6.0,0
