_id,ltable_id,rtable_id,id_id_exm,id_id_anm,id_id_lev_dist,id_id_lev_sim,Song_Name_Song_Name_jac_qgm_3_qgm_3,Song_Name_Song_Name_cos_dlm_dc0_dlm_dc0,Artist_Name_Artist_Name_jac_qgm_3_qgm_3,Artist_Name_Artist_Name_cos_dlm_dc0_dlm_dc0,Artist_Name_Artist_Name_jac_dlm_dc0_dlm_dc0,Artist_Name_Artist_Name_mel,Artist_Name_Artist_Name_lev_dist,Artist_Name_Artist_Name_lev_sim,Artist_Name_Artist_Name_nmw,Artist_Name_Artist_Name_sw,Album_Name_Album_Name_jac_qgm_3_qgm_3,Album_Name_Album_Name_cos_dlm_dc0_dlm_dc0,Album_Name_Album_Name_mel,Album_Name_Album_Name_lev_dist,Album_Name_Album_Name_lev_sim,Price_Price_jac_qgm_3_qgm_3,Price_Price_cos_dlm_dc0_dlm_dc0,Price_Price_jac_dlm_dc0_dlm_dc0,Price_Price_mel,Price_Price_lev_dist,Price_Price_lev_sim,Price_Price_nmw,Price_Price_sw,Time_Time_lev_dist,Time_Time_lev_sim,Time_Time_jar,Time_Time_jwn,Time_Time_exm,Time_Time_jac_qgm_3_qgm_3,label
0,1409,51560,0.0,0.027327385570209417,4.0,0.19999999999999996,0.348993288590604,0.5007733956671914,0.830593174735153,0.8740212491276913,0.8268471768471768,0.948556666438644,3.2522522522522523,0.8652489666207213,7.756756756756757,10.333333333333334,0.45672958345847414,0.6106475556425807,0.8129305834263827,16.469026548672566,0.5692417512268617,0.8109249241324713,0.8490566037735849,0.8176100628930817,0.9400419306080297,0.8301886792452831,0.8955974842767296,5.169811320754717,5.39622641509434,1.9519230769230769,0.5120192307692307,0.7024572686507151,0.7194444508506701,0.16346153846153846,0.24621212121212116,0
1,1289,34035,0.0,0.03787277802262379,5.0,0.0,0.20105820105820105,0.35777087639996635,0.830593174735153,0.8740212491276913,0.8268471768471768,0.948556666438644,3.2522522522522523,0.8652489666207213,7.756756756756757,10.333333333333334,0.4878048780487805,0.7071067811865475,0.908108115196228,17.0,0.5405405405405406,0.23076923076923078,0.4999999999999999,0.3333333333333333,0.8222222328186035,2.0,0.6666666666666667,4.0,4.0,1.9519230769230769,0.5120192307692307,0.7024572686507151,0.7194444508506701,0.16346153846153846,0.24621212121212116,0
2,2666,35475,0.0,0.07515151515151519,5.0,0.0,0.125,0.22360679774997896,0.830593174735153,0.8740212491276913,0.8268471768471768,0.948556666438644,3.2522522522522523,0.8652489666207213,7.756756756756757,10.333333333333334,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,6.0,1.9519230769230769,0.5120192307692307,0.7024572686507151,0.7194444508506701,0.16346153846153846,0.24621212121212116,1
3,1157,27989,0.0,0.04133766836971664,5.0,0.0,0.11634349030470914,0.27565892320998564,0.830593174735153,0.8740212491276913,0.8268471768471768,0.948556666438644,3.2522522522522523,0.8652489666207213,7.756756756756757,10.333333333333334,0.45672958345847414,0.6106475556425807,0.8129305834263827,16.469026548672566,0.5692417512268617,0.8109249241324713,0.8490566037735849,0.8176100628930817,0.9400419306080297,0.8301886792452831,0.8955974842767296,5.169811320754717,5.39622641509434,2.0,0.5,0.8333333134651184,0.8666666746139526,0.0,0.2,0
4,3332,7412,0.0,0.4495412844036697,3.0,0.25,0.07947019867549669,0.20952908873087345,0.830593174735153,0.8740212491276913,0.8268471768471768,0.948556666438644,3.2522522522522523,0.8652489666207213,7.756756756756757,10.333333333333334,0.46875,0.6324555320336759,0.9071428775787354,13.0,0.5357142857142857,0.8109249241324713,0.8490566037735849,0.8176100628930817,0.9400419306080297,0.8301886792452831,0.8955974842767296,5.169811320754717,5.39622641509434,1.9519230769230769,0.5120192307692307,0.7024572686507151,0.7194444508506701,0.16346153846153846,0.24621212121212116,0
5,1303,34060,0.0,0.03825601879036988,4.0,0.19999999999999996,0.24861878453038674,0.3927922024247863,0.830593174735153,0.8740212491276913,0.8268471768471768,0.948556666438644,3.2522522522522523,0.8652489666207213,7.756756756756757,10.333333333333334,0.4878048780487805,0.7071067811865475,0.908108115196228,17.0,0.5405405405405406,0.8109249241324713,0.8490566037735849,0.8176100628930817,0.9400419306080297,0.8301886792452831,0.8955974842767296,5.169811320754717,5.39622641509434,1.9519230769230769,0.5120192307692307,0.7024572686507151,0.7194444508506701,0.16346153846153846,0.24621212121212116,0
6,1155,9941,0.0,0.11618549441706061,4.0,0.0,0.0893371757925072,0.27439773622801417,0.830593174735153,0.8740212491276913,0.8268471768471768,0.948556666438644,3.2522522522522523,0.8652489666207213,7.756756756756757,10.333333333333334,0.45672958345847414,0.6106475556425807,0.8129305834263827,16.469026548672566,0.5692417512268617,0.8109249241324713,0.8490566037735849,0.8176100628930817,0.9400419306080297,0.8301886792452831,0.8955974842767296,5.169811320754717,5.39622641509434,2.0,0.5,0.6666666865348816,0.6666666865348816,0.0,0.0,0
7,4733,43755,0.0,0.10817049480059426,3.0,0.4,0.05755395683453238,0.20701966780270628,0.22580645161290322,0.6666666666666667,0.5,0.6087962985038757,13.0,0.2777777777777778,2.0,8.0,0.45672958345847414,0.6106475556425807,0.8129305834263827,16.469026548672566,0.5692417512268617,1.0,1.0,1.0,1.0,0.0,1.0,6.0,6.0,1.9519230769230769,0.5120192307692307,0.7024572686507151,0.7194444508506701,0.16346153846153846,0.24621212121212116,0
8,3949,38669,0.0,0.10212314774108455,3.0,0.4,0.13106796116504854,0.34156502553198664,0.830593174735153,0.8740212491276913,0.8268471768471768,0.948556666438644,3.2522522522522523,0.8652489666207213,7.756756756756757,10.333333333333334,0.45672958345847414,0.6106475556425807,0.8129305834263827,16.469026548672566,0.5692417512268617,0.8109249241324713,0.8490566037735849,0.8176100628930817,0.9400419306080297,0.8301886792452831,0.8955974842767296,5.169811320754717,5.39622641509434,1.9519230769230769,0.5120192307692307,0.7024572686507151,0.7194444508506701,0.16346153846153846,0.24621212121212116,0
9,2477,1222,0.0,0.4933387161889382,4.0,0.0,0.09565217391304348,0.253546276418555,0.2608695652173913,0.4999999999999999,0.3333333333333333,0.8564102649688721,7.0,0.46153846153846156,5.0,6.0,0.45672958345847414,0.6106475556425807,0.8129305834263827,16.469026548672566,0.5692417512268617,0.8109249241324713,0.8490566037735849,0.8176100628930817,0.9400419306080297,0.8301886792452831,0.8955974842767296,5.169811320754717,5.39622641509434,1.9519230769230769,0.5120192307692307,0.7024572686507151,0.7194444508506701,0.16346153846153846,0.24621212121212116,0
