_id,ltable_id,rtable_id,id_id_exm,id_id_anm,id_id_lev_dist,id_id_lev_sim,title_title_jac_qgm_3_qgm_3,title_title_cos_dlm_dc0_dlm_dc0,title_title_mel,title_title_lev_dist,title_title_lev_sim,authors_authors_jac_qgm_3_qgm_3,authors_authors_cos_dlm_dc0_dlm_dc0,authors_authors_mel,authors_authors_lev_dist,authors_authors_lev_sim,year_year_exm,year_year_anm,year_year_lev_dist,year_year_lev_sim,label
0,1756,1418,0.0,0.8075170842824602,3.0,0.25,0.2619047619047619,0.40089186286863654,0.6635866165161133,43.0,0.27118644067796616,0.07,0.11322770341445959,0.5078082084655762,68.0,0.1707317073170732,0.0,0.9995004995004995,1.0,0.75,0
1,217,2135,0.0,0.10163934426229504,2.0,0.5,0.5128205128205128,0.6666666666666667,0.7476363778114319,9.0,0.7,0.0,0.0,0.0,11.0,0.0,1.0,1.0,0.0,1.0,0
2,2476,1309,0.0,0.528675282714055,4.0,0.0,0.26153846153846155,0.4364357804719848,0.6343510746955872,32.0,0.37254901960784315,0.024390243902439025,0.0,0.5402116179466248,58.0,0.17142857142857137,0.0,0.9974987493746873,1.0,0.75,0
3,610,1595,0.0,0.3824451410658307,4.0,0.0,1.0,1.0,1.0,0.0,1.0,0.8709677419354839,1.0,0.8961748480796814,34.0,0.4426229508196722,1.0,1.0,0.0,1.0,1
4,2183,1630,0.0,0.7466788822721027,3.0,0.25,0.3125,0.35856858280031806,0.6786704063415527,37.0,0.4126984126984127,0.0,0.0,0.5368131995201111,48.0,0.07692307692307687,1.0,1.0,0.0,1.0,0
5,2580,616,0.0,0.23875968992248064,4.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5238095238095238,0.7777777777777778,0.7889835238456726,32.0,0.3846153846153846,1.0,1.0,0.0,1.0,1
6,420,1866,0.0,0.22508038585209,4.0,0.0,0.35,0.4629100498862757,0.7417060136795044,17.0,0.5641025641025641,0.0,0.0,0.5756849050521851,60.0,0.15492957746478875,0.0,0.99949924887331,1.0,0.75,0
7,1541,747,0.0,0.4847501622323167,3.0,0.25,0.2876712328767123,0.5222329678670935,0.8156565427780151,50.0,0.3055555555555556,0.017543859649122806,0.0,0.4657004773616791,40.0,0.13043478260869568,0.0,0.997002997002997,4.0,0.0,0
8,1278,1799,0.0,0.7103946637020566,3.0,0.25,0.34285714285714286,0.33806170189140655,0.6897122263908386,25.0,0.5098039215686274,0.018018018018018018,0.14285714285714285,0.580565333366394,48.0,0.2615384615384615,0.0,0.998001998001998,4.0,0.0,0
9,1832,910,0.0,0.4967248908296943,4.0,0.0,0.27692307692307694,0.3563483225498992,0.6856389045715332,79.0,0.3471074380165289,0.05194805194805195,0.16903085094570328,0.6175824403762817,39.0,0.25,1.0,1.0,0.0,1.0,0
10,2232,1122,0.0,0.5026881720430108,3.0,0.25,0.2743362831858407,0.23904572186687872,0.6293771266937256,61.0,0.38383838383838387,0.03389830508474576,0.0,0.6093254089355469,33.0,0.2142857142857143,0.0,0.998998998998999,1.0,0.75,0
11,1061,1284,0.0,0.8263239875389408,3.0,0.25,1.0,1.0,1.0,0.0,1.0,0.8852459016393442,1.0,0.9473683834075928,26.0,0.543859649122807,1.0,1.0,0.0,1.0,1
12,1496,658,0.0,0.43983957219251335,4.0,0.0,0.26666666666666666,0.24999999999999994,0.6818251013755798,42.0,0.4084507042253521,0.011904761904761904,0.14433756729740646,0.5492261648178101,39.0,0.21999999999999997,0.0,0.9975024975024975,4.0,0.0,0
13,1491,1179,0.0,0.7907444668008048,3.0,0.25,0.2625,0.16903085094570328,0.7106987237930298,29.0,0.5084745762711864,0.0,0.0,0.44305557012557983,14.0,0.125,0.0,0.9984984984984985,1.0,0.75,0
14,1459,1317,0.0,0.9026730637422893,3.0,0.25,1.0,1.0,1.0,0.0,1.0,0.6923076923076923,0.9999999999999998,0.7951550483703613,30.0,0.3023255813953488,1.0,1.0,0.0,1.0,1
15,2061,1072,0.0,0.5201358563803979,3.0,0.25,0.2782608695652174,0.2773500981126146,0.6867508292198181,63.0,0.1923076923076923,0.04,0.1543033499620919,0.5752765536308289,36.0,0.1428571428571429,0.0,0.99949924887331,1.0,0.75,0
16,2463,1546,0.0,0.6276898091758019,3.0,0.25,0.9178082191780822,0.8888888888888888,0.9947368502616882,1.0,0.9868421052631579,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1
17,198,1213,0.0,0.16323165704863973,3.0,0.25,0.2571428571428571,0.4082482904638631,0.6675736904144287,30.0,0.3877551020408163,0.07407407407407407,0.09245003270420486,0.6636543273925781,73.0,0.27,0.0,0.998,4.0,0.0,0
18,267,1631,0.0,0.16370324954015936,3.0,0.25,0.35714285714285715,0.3086066999241838,0.7524480819702148,21.0,0.5434782608695652,0.0,0.0,0.41463032364845276,68.0,0.10526315789473684,0.0,0.997,4.0,0.0,0
19,516,735,0.0,0.7020408163265306,3.0,0.0,1.0,1.0,1.0,0.0,1.0,0.9180327868852459,0.9428090415820632,0.9862591028213501,3.0,0.9491525423728814,1.0,1.0,0.0,1.0,1
20,1021,225,0.0,0.2203721841332027,3.0,0.25,0.45263157894736844,0.6030226891555273,0.8523160815238953,42.0,0.4246575342465754,0.05747126436781609,0.15811388300841897,0.6127810478210449,52.0,0.2571428571428571,0.0,0.9984984984984985,1.0,0.75,0
21,1938,73,0.0,0.03766769865841069,3.0,0.25,1.0,1.0,1.0,0.0,1.0,0.44047619047619047,0.5241424183609592,0.6849212050437927,53.0,0.28378378378378377,1.0,1.0,0.0,1.0,1
22,1466,990,0.0,0.675306957708049,4.0,0.0,0.49122807017543857,0.6172133998483676,0.7654788494110107,15.0,0.6511627906976745,0.0,0.0,0.5552971363067627,37.0,0.13953488372093026,0.0,0.9984984984984985,1.0,0.75,0
23,1118,1915,0.0,0.5838120104438642,2.0,0.5,0.3333333333333333,0.40451991747794525,0.6849002838134766,39.0,0.5,0.03076923076923077,0.0,0.5501262545585632,47.0,0.12962962962962965,0.0,0.99949924887331,1.0,0.75,0
24,2038,895,0.0,0.4391560353287537,4.0,0.0,1.0,1.0,1.0,0.0,1.0,0.8142857142857143,1.0,0.7783671021461487,34.0,0.5,1.0,1.0,0.0,1.0,1
25,162,1511,0.0,0.10721376571806751,3.0,0.25,0.3132530120481928,0.3333333333333333,0.7899999618530273,50.0,0.3055555555555556,0.0196078431372549,0.0,0.49288424849510193,26.0,0.16129032258064513,1.0,1.0,0.0,1.0,0
26,624,920,0.0,0.6782608695652175,2.0,0.33333333333333337,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1
27,2227,2091,0.0,0.9389312977099237,3.0,0.25,1.0,1.0,1.0,0.0,1.0,0.5428571428571428,0.9999999999999998,0.6123680472373962,20.0,0.23076923076923073,1.0,1.0,0.0,1.0,1
28,575,650,0.0,0.8846153846153846,3.0,0.0,0.46153846153846156,0.7071067811865475,0.5309523940086365,17.0,0.5142857142857142,0.07792207792207792,0.20412414523193148,0.4996194839477539,65.0,0.1095890410958904,1.0,1.0,0.0,1.0,0
29,39,323,0.0,0.1207430340557275,2.0,0.33333333333333337,0.3898305084745763,0.5477225575051661,0.8998501300811768,21.0,0.5333333333333333,0.03731343283582089,0.09622504486493763,0.6825531125068665,67.0,0.2471910112359551,0.0,0.9965052421367948,4.0,0.0,0
30,2224,1051,0.0,0.47257194244604317,4.0,0.0,0.2857142857142857,0.5443310539518174,0.688571035861969,37.0,0.3728813559322034,0.0,0.0,0.5327903032302856,67.0,0.11842105263157898,0.0,0.99949924887331,1.0,0.75,0
31,1610,1915,0.0,0.8407310704960835,2.0,0.5,0.25609756097560976,0.33806170189140655,0.6875565648078918,34.0,0.31999999999999995,0.0,0.0,0.4505520462989807,38.0,0.11627906976744184,0.0,0.9975024975024975,4.0,0.0,0
32,1798,493,0.0,0.27419354838709675,3.0,0.25,0.2857142857142857,0.40089186286863654,0.8256720304489136,48.0,0.33333333333333337,0.08163265306122448,0.19999999999999996,0.6083333492279053,17.0,0.31999999999999995,0.0,0.9985022466300549,1.0,0.75,0
33,373,2239,0.0,0.16659222867351497,3.0,0.25,0.25263157894736843,0.15811388300841897,0.6550682187080383,44.0,0.42105263157894735,0.013888888888888888,0.0975900072948533,0.5282690525054932,73.0,0.2065217391304348,0.0,0.9994987468671679,1.0,0.75,0
34,164,1467,0.0,0.11179277436946145,2.0,0.5,1.0,1.0,1.0,0.0,1.0,0.7272727272727273,1.0,0.828748881816864,28.0,0.4285714285714286,1.0,1.0,0.0,1.0,1
