_id,ltable_id,rtable_id,id_id_exm,id_id_anm,id_id_lev_dist,id_id_lev_sim,title_title_jac_qgm_3_qgm_3,title_title_cos_dlm_dc0_dlm_dc0,authors_authors_jac_qgm_3_qgm_3,authors_authors_cos_dlm_dc0_dlm_dc0,authors_authors_mel,authors_authors_lev_dist,authors_authors_lev_sim,year_year_exm,year_year_anm,year_year_lev_dist,year_year_lev_sim,label
0,1756,1418,0.0,0.8075170842824602,3.0,0.25,0.21782178217821782,0.31980107453341566,0.07,0.11322770341445959,0.5078082084655762,68.0,0.1707317073170732,0.0,0.9995004995004995,1.0,0.8333333333333334,0
1,217,2135,0.0,0.10163934426229504,2.0,0.5,0.2753623188405797,0.3779644730092272,0.19642023538283526,0.28451593371654027,0.6252477960177802,46.179742631797424,0.28310522848086717,0.29296424452133796,0.9988394658362397,1.6239907727797,0.7293348712033834,0
2,2476,1309,0.0,0.528675282714055,4.0,0.0,0.18032786885245902,0.20203050891044214,0.19642023538283526,0.28451593371654027,0.6252477960177802,46.179742631797424,0.28310522848086717,0.0,0.9974987493746873,1.0,0.8333333333333334,0
3,610,1595,0.0,0.3824451410658307,4.0,0.0,0.8089887640449438,0.8944271909999159,0.8709677419354839,1.0,0.8961748480796814,34.0,0.4426229508196722,1.0,1.0,0.0,1.0,1
4,2183,1630,0.0,0.7466788822721027,3.0,0.25,0.19753086419753085,0.21213203435596423,0.19642023538283526,0.28451593371654027,0.6252477960177802,46.179742631797424,0.28310522848086717,0.29296424452133796,0.9988394658362397,1.6239907727797,0.7293348712033834,0
5,2580,616,0.0,0.23875968992248064,4.0,0.0,0.4731182795698925,0.6187184335382291,0.19642023538283526,0.28451593371654027,0.6252477960177802,46.179742631797424,0.28310522848086717,0.29296424452133796,0.9988394658362397,1.6239907727797,0.7293348712033834,1
6,420,1866,0.0,0.22508038585209,4.0,0.0,0.25,0.37499999999999994,0.19642023538283526,0.28451593371654027,0.6252477960177802,46.179742631797424,0.28310522848086717,0.29296424452133796,0.9988394658362397,1.6239907727797,0.7293348712033834,0
7,1541,747,0.0,0.4847501622323167,3.0,0.25,0.22857142857142856,0.3730019232961255,0.19642023538283526,0.28451593371654027,0.6252477960177802,46.179742631797424,0.28310522848086717,0.0,0.997002997002997,4.0,0.33333333333333337,0
8,1278,1799,0.0,0.7103946637020566,3.0,0.25,0.12195121951219512,0.20180183819889375,0.19642023538283526,0.28451593371654027,0.6252477960177802,46.179742631797424,0.28310522848086717,0.29296424452133796,0.9988394658362397,1.6239907727797,0.7293348712033834,0
9,1832,910,0.0,0.4967248908296943,4.0,0.0,0.20454545454545456,0.2696799449852968,0.19642023538283526,0.28451593371654027,0.6252477960177802,46.179742631797424,0.28310522848086717,0.29296424452133796,0.9988394658362397,1.6239907727797,0.7293348712033834,0
10,2232,1122,0.0,0.5026881720430108,3.0,0.25,0.1978021978021978,0.14433756729740646,0.19642023538283526,0.28451593371654027,0.6252477960177802,46.179742631797424,0.28310522848086717,0.29296424452133796,0.9988394658362397,1.6239907727797,0.7293348712033834,0
11,1061,1284,0.0,0.8263239875389408,3.0,0.25,0.7480314960629921,0.8520128672302585,0.19642023538283526,0.28451593371654027,0.6252477960177802,46.179742631797424,0.28310522848086717,0.29296424452133796,0.9988394658362397,1.6239907727797,0.7293348712033834,1
12,1496,658,0.0,0.43983957219251335,4.0,0.0,0.15841584158415842,0.1875,0.19642023538283526,0.28451593371654027,0.6252477960177802,46.179742631797424,0.28310522848086717,0.0,0.9975024975024975,4.0,0.33333333333333337,0
13,1491,1179,0.0,0.7907444668008048,3.0,0.25,0.2625,0.16903085094570328,0.0,0.0,0.44305557012557983,14.0,0.125,0.0,0.9984984984984985,1.0,0.8333333333333334,0
